"YEAR","State","District","ANNUAL.RAINFALL_MM"
2005,"UTTAR PRADESH","ETAH",381.6
2006,"UTTAR PRADESH","ETAH",628
2007,"UTTAR PRADESH","ETAH",478.8
2008,"UTTAR PRADESH","ETAH",491.3
2009,"UTTAR PRADESH","ETAH",277.6
2010,"UTTAR PRADESH","ETAH",388.4
2011,"UTTAR PRADESH","ETAH",872.7
2012,"UTTAR PRADESH","ETAH",472.8
2013,"UTTAR PRADESH","ETAH",652.6
2014,"UTTAR PRADESH","ETAH",316.4
2015,"UTTAR PRADESH","ETAH",388.8
2000,"UTTAR PRADESH","BAREILLY",262.9
2002,"UTTAR PRADESH","BAREILLY",648.5
2004,"UTTAR PRADESH","BAREILLY",767.4
2005,"UTTAR PRADESH","BAREILLY",883.4
2006,"UTTAR PRADESH","BAREILLY",577
2007,"UTTAR PRADESH","BAREILLY",1003.9
2008,"UTTAR PRADESH","BAREILLY",1356.2
2009,"UTTAR PRADESH","BAREILLY",873.5
2010,"UTTAR PRADESH","BAREILLY",796.3
2011,"UTTAR PRADESH","BAREILLY",899.7
2012,"UTTAR PRADESH","BAREILLY",617.5
2013,"UTTAR PRADESH","BAREILLY",1288.5
2014,"UTTAR PRADESH","BAREILLY",590
2015,"UTTAR PRADESH","BAREILLY",820.9
2000,"UTTAR PRADESH","BUDAUN",169.8
2002,"UTTAR PRADESH","BUDAUN",533.2
2004,"UTTAR PRADESH","BUDAUN",426.8
2005,"UTTAR PRADESH","BUDAUN",244.7
2006,"UTTAR PRADESH","BUDAUN",208
2007,"UTTAR PRADESH","BUDAUN",529.1
2008,"UTTAR PRADESH","BUDAUN",1109.9
2009,"UTTAR PRADESH","BUDAUN",653.7
2010,"UTTAR PRADESH","BUDAUN",866.9
2011,"UTTAR PRADESH","BUDAUN",698.5
2012,"UTTAR PRADESH","BUDAUN",474.7
2013,"UTTAR PRADESH","BUDAUN",663.2
2014,"UTTAR PRADESH","BUDAUN",390.3
2015,"UTTAR PRADESH","BUDAUN",705.9
2000,"UTTAR PRADESH","MORADABAD",227.9
2002,"UTTAR PRADESH","MORADABAD",740
2004,"UTTAR PRADESH","MORADABAD",904.5
2005,"UTTAR PRADESH","MORADABAD",1012.5
2006,"UTTAR PRADESH","MORADABAD",642
2007,"UTTAR PRADESH","MORADABAD",1019.4
2008,"UTTAR PRADESH","MORADABAD",935.5
2009,"UTTAR PRADESH","MORADABAD",689.6
2010,"UTTAR PRADESH","MORADABAD",557.5
2011,"UTTAR PRADESH","MORADABAD",729.8
2012,"UTTAR PRADESH","MORADABAD",655.5
2013,"UTTAR PRADESH","MORADABAD",1205.7
2014,"UTTAR PRADESH","MORADABAD",738.5
2015,"UTTAR PRADESH","MORADABAD",912.5
2000,"UTTAR PRADESH","SHAHJAHANPUR",281.7
2002,"UTTAR PRADESH","SHAHJAHANPUR",743.6
2004,"UTTAR PRADESH","SHAHJAHANPUR",678.5
2005,"UTTAR PRADESH","SHAHJAHANPUR",617.6
2006,"UTTAR PRADESH","SHAHJAHANPUR",542
2007,"UTTAR PRADESH","SHAHJAHANPUR",784.4
2008,"UTTAR PRADESH","SHAHJAHANPUR",1192.5
2009,"UTTAR PRADESH","SHAHJAHANPUR",839.7
2010,"UTTAR PRADESH","SHAHJAHANPUR",404.8
2011,"UTTAR PRADESH","SHAHJAHANPUR",893.5
2012,"UTTAR PRADESH","SHAHJAHANPUR",879.5
2013,"UTTAR PRADESH","SHAHJAHANPUR",1125.2
2014,"UTTAR PRADESH","SHAHJAHANPUR",540.6
2015,"UTTAR PRADESH","SHAHJAHANPUR",645.4
2000,"UTTAR PRADESH","PILIBHIT",154.9
2002,"UTTAR PRADESH","PILIBHIT",493.7
2004,"UTTAR PRADESH","PILIBHIT",576.4
2005,"UTTAR PRADESH","PILIBHIT",243.2
2006,"UTTAR PRADESH","PILIBHIT",183
2007,"UTTAR PRADESH","PILIBHIT",537
2008,"UTTAR PRADESH","PILIBHIT",351.5
2009,"UTTAR PRADESH","PILIBHIT",793.6
2010,"UTTAR PRADESH","PILIBHIT",958.5
2011,"UTTAR PRADESH","PILIBHIT",708.9
2012,"UTTAR PRADESH","PILIBHIT",782.3
2013,"UTTAR PRADESH","PILIBHIT",851.5
2014,"UTTAR PRADESH","PILIBHIT",484.2
2015,"UTTAR PRADESH","PILIBHIT",519.9
2000,"UTTAR PRADESH","RAMPUR",340.6
2002,"UTTAR PRADESH","RAMPUR",745.6
2004,"UTTAR PRADESH","RAMPUR",364
2005,"UTTAR PRADESH","RAMPUR",284.2
2006,"UTTAR PRADESH","RAMPUR",81
2007,"UTTAR PRADESH","RAMPUR",-1
2008,"UTTAR PRADESH","RAMPUR",388
2009,"UTTAR PRADESH","RAMPUR",369.7
2010,"UTTAR PRADESH","RAMPUR",597
2011,"UTTAR PRADESH","RAMPUR",711.8
2012,"UTTAR PRADESH","RAMPUR",380
2013,"UTTAR PRADESH","RAMPUR",762.3
2014,"UTTAR PRADESH","RAMPUR",526.2
2015,"UTTAR PRADESH","RAMPUR",507.2
2000,"UTTAR PRADESH","BIJNOR",292.8
2002,"UTTAR PRADESH","BIJNOR",981.7
2004,"UTTAR PRADESH","BIJNOR",1091.4
2005,"UTTAR PRADESH","BIJNOR",1093.4
2006,"UTTAR PRADESH","BIJNOR",623
2007,"UTTAR PRADESH","BIJNOR",1163.6
2008,"UTTAR PRADESH","BIJNOR",969.2
2009,"UTTAR PRADESH","BIJNOR",698.8
2010,"UTTAR PRADESH","BIJNOR",871
2011,"UTTAR PRADESH","BIJNOR",884.7
2012,"UTTAR PRADESH","BIJNOR",612.9
2013,"UTTAR PRADESH","BIJNOR",1099.1
2014,"UTTAR PRADESH","BIJNOR",901
2015,"UTTAR PRADESH","BIJNOR",991
2000,"UTTAR PRADESH","FARRUKHABAD",243.4
2002,"UTTAR PRADESH","FARRUKHABAD",750.5
2004,"UTTAR PRADESH","FARRUKHABAD",805.3
2005,"UTTAR PRADESH","FARRUKHABAD",668.6
2006,"UTTAR PRADESH","FARRUKHABAD",749
2007,"UTTAR PRADESH","FARRUKHABAD",415.5
2008,"UTTAR PRADESH","FARRUKHABAD",745.6
2009,"UTTAR PRADESH","FARRUKHABAD",748
2010,"UTTAR PRADESH","FARRUKHABAD",618.7
2011,"UTTAR PRADESH","FARRUKHABAD",228
2012,"UTTAR PRADESH","FARRUKHABAD",446.4
2013,"UTTAR PRADESH","FARRUKHABAD",760.6
2014,"UTTAR PRADESH","FARRUKHABAD",347.1
2015,"UTTAR PRADESH","FARRUKHABAD",462.2
2000,"UTTAR PRADESH","ETAWAH",137.2
2002,"UTTAR PRADESH","ETAWAH",236.6
2004,"UTTAR PRADESH","ETAWAH",575.4
2005,"UTTAR PRADESH","ETAWAH",525.8
2006,"UTTAR PRADESH","ETAWAH",228
2007,"UTTAR PRADESH","ETAWAH",220.9
2008,"UTTAR PRADESH","ETAWAH",754.8
2009,"UTTAR PRADESH","ETAWAH",379.9
2010,"UTTAR PRADESH","ETAWAH",488.7
2011,"UTTAR PRADESH","ETAWAH",496
2012,"UTTAR PRADESH","ETAWAH",457.7
2013,"UTTAR PRADESH","ETAWAH",681.7
2014,"UTTAR PRADESH","ETAWAH",272.9
2015,"UTTAR PRADESH","ETAWAH",522
2012,"UTTAR PRADESH","KANPUR",620.1
2013,"UTTAR PRADESH","KANPUR",857.2
2014,"UTTAR PRADESH","KANPUR",481.7
2015,"UTTAR PRADESH","KANPUR",388.7
2000,"UTTAR PRADESH","FATEHPUR",212.4
2002,"UTTAR PRADESH","FATEHPUR",639.6
2004,"UTTAR PRADESH","FATEHPUR",705.1
2005,"UTTAR PRADESH","FATEHPUR",401.1
2006,"UTTAR PRADESH","FATEHPUR",407
2007,"UTTAR PRADESH","FATEHPUR",556.7
2008,"UTTAR PRADESH","FATEHPUR",1117.1
2009,"UTTAR PRADESH","FATEHPUR",403.9
2010,"UTTAR PRADESH","FATEHPUR",600.3
2011,"UTTAR PRADESH","FATEHPUR",528.7
2012,"UTTAR PRADESH","FATEHPUR",709.6
2013,"UTTAR PRADESH","FATEHPUR",1090.9
2014,"UTTAR PRADESH","FATEHPUR",415.7
2015,"UTTAR PRADESH","FATEHPUR",186.7
2000,"UTTAR PRADESH","ALLAHABAD",302.6
2002,"UTTAR PRADESH","ALLAHABAD",657.5
2004,"UTTAR PRADESH","ALLAHABAD",729
2005,"UTTAR PRADESH","ALLAHABAD",844.3
2006,"UTTAR PRADESH","ALLAHABAD",741
2007,"UTTAR PRADESH","ALLAHABAD",1009.3
2008,"UTTAR PRADESH","ALLAHABAD",1237.1
2009,"UTTAR PRADESH","ALLAHABAD",496.9
2010,"UTTAR PRADESH","ALLAHABAD",686.7
2011,"UTTAR PRADESH","ALLAHABAD",416.7
2012,"UTTAR PRADESH","ALLAHABAD",1074.6
2013,"UTTAR PRADESH","ALLAHABAD",1234.3
2014,"UTTAR PRADESH","ALLAHABAD",754.3
2015,"UTTAR PRADESH","ALLAHABAD",576.9
2000,"UTTAR PRADESH","JHANSI",298.8
2002,"UTTAR PRADESH","JHANSI",677.2
2004,"UTTAR PRADESH","JHANSI",693.3
2005,"UTTAR PRADESH","JHANSI",576.1
2006,"UTTAR PRADESH","JHANSI",575
2007,"UTTAR PRADESH","JHANSI",339
2008,"UTTAR PRADESH","JHANSI",1169.6
2009,"UTTAR PRADESH","JHANSI",532
2010,"UTTAR PRADESH","JHANSI",498.2
2011,"UTTAR PRADESH","JHANSI",509
2012,"UTTAR PRADESH","JHANSI",649.4
2013,"UTTAR PRADESH","JHANSI",1204.1
2014,"UTTAR PRADESH","JHANSI",569
2015,"UTTAR PRADESH","JHANSI",533.5
2000,"UTTAR PRADESH","JALAUN",241.6
2002,"UTTAR PRADESH","JALAUN",556
2004,"UTTAR PRADESH","JALAUN",629.4
2005,"UTTAR PRADESH","JALAUN",616
2006,"UTTAR PRADESH","JALAUN",404
2007,"UTTAR PRADESH","JALAUN",319.7
2008,"UTTAR PRADESH","JALAUN",736.4
2009,"UTTAR PRADESH","JALAUN",500.7
2010,"UTTAR PRADESH","JALAUN",600.6
2011,"UTTAR PRADESH","JALAUN",507.7
2012,"UTTAR PRADESH","JALAUN",675.5
2013,"UTTAR PRADESH","JALAUN",1002.8
2014,"UTTAR PRADESH","JALAUN",502.7
2015,"UTTAR PRADESH","JALAUN",450.1
2000,"UTTAR PRADESH","HAMIRPUR",223.2
2002,"UTTAR PRADESH","HAMIRPUR",614
2004,"UTTAR PRADESH","HAMIRPUR",559
2005,"UTTAR PRADESH","HAMIRPUR",566.5
2006,"UTTAR PRADESH","HAMIRPUR",377
2007,"UTTAR PRADESH","HAMIRPUR",433.4
2008,"UTTAR PRADESH","HAMIRPUR",1009.1
2009,"UTTAR PRADESH","HAMIRPUR",659
2010,"UTTAR PRADESH","HAMIRPUR",599
2011,"UTTAR PRADESH","HAMIRPUR",771.2
2012,"UTTAR PRADESH","HAMIRPUR",644.5
2013,"UTTAR PRADESH","HAMIRPUR",1136.5
2014,"UTTAR PRADESH","HAMIRPUR",485.1
2015,"UTTAR PRADESH","HAMIRPUR",470.4
2000,"UTTAR PRADESH","BANDA",202
2002,"UTTAR PRADESH","BANDA",897.5
2004,"UTTAR PRADESH","BANDA",837.9
2005,"UTTAR PRADESH","BANDA",878.8
2006,"UTTAR PRADESH","BANDA",613
2007,"UTTAR PRADESH","BANDA",569.1
2008,"UTTAR PRADESH","BANDA",1059.7
2009,"UTTAR PRADESH","BANDA",653.7
2010,"UTTAR PRADESH","BANDA",459
2011,"UTTAR PRADESH","BANDA",547.2
2012,"UTTAR PRADESH","BANDA",784.9
2013,"UTTAR PRADESH","BANDA",1289
2014,"UTTAR PRADESH","BANDA",639.2
2015,"UTTAR PRADESH","BANDA",677.2
2000,"UTTAR PRADESH","VARANASI",211.5
2002,"UTTAR PRADESH","VARANASI",599.8
2004,"UTTAR PRADESH","VARANASI",562.3
2005,"UTTAR PRADESH","VARANASI",843.4
2006,"UTTAR PRADESH","VARANASI",776
2007,"UTTAR PRADESH","VARANASI",780.2
2008,"UTTAR PRADESH","VARANASI",1210.3
2009,"UTTAR PRADESH","VARANASI",418.4
2010,"UTTAR PRADESH","VARANASI",283.6
2011,"UTTAR PRADESH","VARANASI",669
2012,"UTTAR PRADESH","VARANASI",751.8
2013,"UTTAR PRADESH","VARANASI",1029.1
2014,"UTTAR PRADESH","VARANASI",922.8
2015,"UTTAR PRADESH","VARANASI",874
2000,"UTTAR PRADESH","MIRZPUR",413.2
2002,"UTTAR PRADESH","MIRZPUR",963.4
2004,"UTTAR PRADESH","MIRZPUR",792.8
2005,"UTTAR PRADESH","MIRZPUR",811
2006,"UTTAR PRADESH","MIRZPUR",816
2007,"UTTAR PRADESH","MIRZPUR",743.9
2008,"UTTAR PRADESH","MIRZPUR",1121.4
2009,"UTTAR PRADESH","MIRZPUR",345.3
2010,"UTTAR PRADESH","MIRZPUR",551.5
2011,"UTTAR PRADESH","MIRZPUR",219.6
2012,"UTTAR PRADESH","MIRZPUR",1091.9
2013,"UTTAR PRADESH","MIRZPUR",1043.3
2014,"UTTAR PRADESH","MIRZPUR",707.5
2015,"UTTAR PRADESH","MIRZPUR",684.5
2000,"UTTAR PRADESH","JAUNPUR",174.7
2002,"UTTAR PRADESH","JAUNPUR",670.3
2004,"UTTAR PRADESH","JAUNPUR",428.6
2005,"UTTAR PRADESH","JAUNPUR",757.8
2006,"UTTAR PRADESH","JAUNPUR",955
2007,"UTTAR PRADESH","JAUNPUR",961.4
2008,"UTTAR PRADESH","JAUNPUR",1120.8
2009,"UTTAR PRADESH","JAUNPUR",508.5
2010,"UTTAR PRADESH","JAUNPUR",234.5
2011,"UTTAR PRADESH","JAUNPUR",694
2012,"UTTAR PRADESH","JAUNPUR",593.1
2013,"UTTAR PRADESH","JAUNPUR",726.8
2014,"UTTAR PRADESH","JAUNPUR",492.1
2015,"UTTAR PRADESH","JAUNPUR",576.8
2000,"UTTAR PRADESH","GHAZIPUR",235.1
2002,"UTTAR PRADESH","GHAZIPUR",890.4
2004,"UTTAR PRADESH","GHAZIPUR",381.8
2005,"UTTAR PRADESH","GHAZIPUR",766.7
2006,"UTTAR PRADESH","GHAZIPUR",852
2007,"UTTAR PRADESH","GHAZIPUR",1009.3
2008,"UTTAR PRADESH","GHAZIPUR",858.5
2009,"UTTAR PRADESH","GHAZIPUR",626.8
2010,"UTTAR PRADESH","GHAZIPUR",486.5
2011,"UTTAR PRADESH","GHAZIPUR",334.3
2012,"UTTAR PRADESH","GHAZIPUR",680.9
2013,"UTTAR PRADESH","GHAZIPUR",1082.2
2014,"UTTAR PRADESH","GHAZIPUR",824.6
2015,"UTTAR PRADESH","GHAZIPUR",790.4
2000,"UTTAR PRADESH","BALLIA",142.9
2002,"UTTAR PRADESH","BALLIA",45.9
2004,"UTTAR PRADESH","BALLIA",568.8
2005,"UTTAR PRADESH","BALLIA",851
2006,"UTTAR PRADESH","BALLIA",709
2007,"UTTAR PRADESH","BALLIA",777.1
2008,"UTTAR PRADESH","BALLIA",1210.4
2009,"UTTAR PRADESH","BALLIA",290.9
2010,"UTTAR PRADESH","BALLIA",340
2011,"UTTAR PRADESH","BALLIA",487.5
2012,"UTTAR PRADESH","BALLIA",677.3
2013,"UTTAR PRADESH","BALLIA",786.5
2014,"UTTAR PRADESH","BALLIA",729.9
2015,"UTTAR PRADESH","BALLIA",602.3
2000,"UTTAR PRADESH","GORAKHPUR",520.7
2002,"UTTAR PRADESH","GORAKHPUR",366.1
2004,"UTTAR PRADESH","GORAKHPUR",1090
2005,"UTTAR PRADESH","GORAKHPUR",1235.8
2006,"UTTAR PRADESH","GORAKHPUR",1132
2007,"UTTAR PRADESH","GORAKHPUR",1511.3
2008,"UTTAR PRADESH","GORAKHPUR",1716.7
2009,"UTTAR PRADESH","GORAKHPUR",967.8
2010,"UTTAR PRADESH","GORAKHPUR",957.5
2011,"UTTAR PRADESH","GORAKHPUR",1334.5
2012,"UTTAR PRADESH","GORAKHPUR",1096.3
2013,"UTTAR PRADESH","GORAKHPUR",1471
2014,"UTTAR PRADESH","GORAKHPUR",898.3
2015,"UTTAR PRADESH","GORAKHPUR",717.4
2000,"UTTAR PRADESH","DEORIA",121.6
2002,"UTTAR PRADESH","DEORIA",613.5
2004,"UTTAR PRADESH","DEORIA",838.1
2005,"UTTAR PRADESH","DEORIA",705
2006,"UTTAR PRADESH","DEORIA",376
2007,"UTTAR PRADESH","DEORIA",1106.7
2008,"UTTAR PRADESH","DEORIA",1135
2009,"UTTAR PRADESH","DEORIA",388.8
2010,"UTTAR PRADESH","DEORIA",800.9
2011,"UTTAR PRADESH","DEORIA",973.4
2012,"UTTAR PRADESH","DEORIA",759.9
2013,"UTTAR PRADESH","DEORIA",847.3
2014,"UTTAR PRADESH","DEORIA",613.1
2015,"UTTAR PRADESH","DEORIA",514.8
2000,"UTTAR PRADESH","BASTI",23.4
2002,"UTTAR PRADESH","BASTI",604.4
2004,"UTTAR PRADESH","BASTI",840.1
2005,"UTTAR PRADESH","BASTI",2288.4
2006,"UTTAR PRADESH","BASTI",1018
2007,"UTTAR PRADESH","BASTI",236.8
2008,"UTTAR PRADESH","BASTI",1255.4
2009,"UTTAR PRADESH","BASTI",727
2010,"UTTAR PRADESH","BASTI",615.4
2011,"UTTAR PRADESH","BASTI",626.6
2012,"UTTAR PRADESH","BASTI",1008.5
2013,"UTTAR PRADESH","BASTI",1373.6
2014,"UTTAR PRADESH","BASTI",928.5
2015,"UTTAR PRADESH","BASTI",685.9
2000,"UTTAR PRADESH","AZAMGARH",319.6
2002,"UTTAR PRADESH","AZAMGARH",773.6
2004,"UTTAR PRADESH","AZAMGARH",803.1
2005,"UTTAR PRADESH","AZAMGARH",870.4
2006,"UTTAR PRADESH","AZAMGARH",663
2007,"UTTAR PRADESH","AZAMGARH",1588.6
2008,"UTTAR PRADESH","AZAMGARH",932.7
2009,"UTTAR PRADESH","AZAMGARH",738.4
2010,"UTTAR PRADESH","AZAMGARH",553.3
2011,"UTTAR PRADESH","AZAMGARH",470.9
2012,"UTTAR PRADESH","AZAMGARH",657.8
2013,"UTTAR PRADESH","AZAMGARH",862.4
2014,"UTTAR PRADESH","AZAMGARH",561.7
2015,"UTTAR PRADESH","AZAMGARH",800.6
2000,"UTTAR PRADESH","LUCKNOW",219.6
2002,"UTTAR PRADESH","LUCKNOW",135.1
2004,"UTTAR PRADESH","LUCKNOW",756.3
2005,"UTTAR PRADESH","LUCKNOW",634.6
2006,"UTTAR PRADESH","LUCKNOW",952
2007,"UTTAR PRADESH","LUCKNOW",811
2008,"UTTAR PRADESH","LUCKNOW",1459.4
2009,"UTTAR PRADESH","LUCKNOW",823.3
2010,"UTTAR PRADESH","LUCKNOW",383
2011,"UTTAR PRADESH","LUCKNOW",648.7
2012,"UTTAR PRADESH","LUCKNOW",753.4
2013,"UTTAR PRADESH","LUCKNOW",789.9
2014,"UTTAR PRADESH","LUCKNOW",660.4
2015,"UTTAR PRADESH","LUCKNOW",468.7
2000,"UTTAR PRADESH","UNNAO",192.9
2002,"UTTAR PRADESH","UNNAO",707.6
2004,"UTTAR PRADESH","UNNAO",728.5
2005,"UTTAR PRADESH","UNNAO",568.7
2006,"UTTAR PRADESH","UNNAO",497
2007,"UTTAR PRADESH","UNNAO",654.5
2008,"UTTAR PRADESH","UNNAO",809.3
2009,"UTTAR PRADESH","UNNAO",645.7
2010,"UTTAR PRADESH","UNNAO",700.2
2011,"UTTAR PRADESH","UNNAO",640
2012,"UTTAR PRADESH","UNNAO",784.2
2013,"UTTAR PRADESH","UNNAO",941.1
2014,"UTTAR PRADESH","UNNAO",616
2015,"UTTAR PRADESH","UNNAO",496.2
2000,"UTTAR PRADESH","RAE-BAREILY",128.7
2002,"UTTAR PRADESH","RAE-BAREILY",159
2004,"UTTAR PRADESH","RAE-BAREILY",827.8
2005,"UTTAR PRADESH","RAE-BAREILY",672.6
2006,"UTTAR PRADESH","RAE-BAREILY",620
2007,"UTTAR PRADESH","RAE-BAREILY",660.5
2008,"UTTAR PRADESH","RAE-BAREILY",642.8
2009,"UTTAR PRADESH","RAE-BAREILY",320.5
2010,"UTTAR PRADESH","RAE-BAREILY",559.4
2011,"UTTAR PRADESH","RAE-BAREILY",581.5
2012,"UTTAR PRADESH","RAE-BAREILY",583.7
2013,"UTTAR PRADESH","RAE-BAREILY",919.9
2014,"UTTAR PRADESH","RAE-BAREILY",530
2015,"UTTAR PRADESH","RAE-BAREILY",328.3
2000,"UTTAR PRADESH","SITAPUR",370
2002,"UTTAR PRADESH","SITAPUR",779.8
2004,"UTTAR PRADESH","SITAPUR",1110.4
2005,"UTTAR PRADESH","SITAPUR",773.5
2006,"UTTAR PRADESH","SITAPUR",954
2007,"UTTAR PRADESH","SITAPUR",987.1
2008,"UTTAR PRADESH","SITAPUR",1581.6
2009,"UTTAR PRADESH","SITAPUR",949.5
2010,"UTTAR PRADESH","SITAPUR",932.9
2011,"UTTAR PRADESH","SITAPUR",884.5
2012,"UTTAR PRADESH","SITAPUR",959.1
2013,"UTTAR PRADESH","SITAPUR",1027.7
2014,"UTTAR PRADESH","SITAPUR",717.9
2015,"UTTAR PRADESH","SITAPUR",602
2000,"UTTAR PRADESH","HARDOI",138.8
2002,"UTTAR PRADESH","HARDOI",578.2
2004,"UTTAR PRADESH","HARDOI",953.8
2005,"UTTAR PRADESH","HARDOI",707.5
2006,"UTTAR PRADESH","HARDOI",220
2007,"UTTAR PRADESH","HARDOI",343.5
2008,"UTTAR PRADESH","HARDOI",795.1
2009,"UTTAR PRADESH","HARDOI",635.4
2010,"UTTAR PRADESH","HARDOI",708
2011,"UTTAR PRADESH","HARDOI",964.1
2012,"UTTAR PRADESH","HARDOI",818.7
2013,"UTTAR PRADESH","HARDOI",771.1
2014,"UTTAR PRADESH","HARDOI",386.1
2015,"UTTAR PRADESH","HARDOI",648.8
2000,"UTTAR PRADESH","KHERI",302.3
2002,"UTTAR PRADESH","KHERI",801.6
2004,"UTTAR PRADESH","KHERI",1208.6
2005,"UTTAR PRADESH","KHERI",831.1
2006,"UTTAR PRADESH","KHERI",800
2007,"UTTAR PRADESH","KHERI",1015.9
2008,"UTTAR PRADESH","KHERI",1521
2009,"UTTAR PRADESH","KHERI",1162.7
2010,"UTTAR PRADESH","KHERI",1173.2
2011,"UTTAR PRADESH","KHERI",-1
2012,"UTTAR PRADESH","KHERI",1140.8
2013,"UTTAR PRADESH","KHERI",1260.8
2014,"UTTAR PRADESH","KHERI",977.9
2015,"UTTAR PRADESH","KHERI",920.7
2000,"UTTAR PRADESH","FAIZABAD",237.4
2002,"UTTAR PRADESH","FAIZABAD",532.6
2004,"UTTAR PRADESH","FAIZABAD",969.3
2005,"UTTAR PRADESH","FAIZABAD",1289
2006,"UTTAR PRADESH","FAIZABAD",610
2007,"UTTAR PRADESH","FAIZABAD",906.7
2008,"UTTAR PRADESH","FAIZABAD",1267.3
2009,"UTTAR PRADESH","FAIZABAD",885.6
2010,"UTTAR PRADESH","FAIZABAD",495.3
2011,"UTTAR PRADESH","FAIZABAD",659.3
2012,"UTTAR PRADESH","FAIZABAD",961.7
2013,"UTTAR PRADESH","FAIZABAD",958.2
2014,"UTTAR PRADESH","FAIZABAD",545.4
2015,"UTTAR PRADESH","FAIZABAD",543.6
2000,"UTTAR PRADESH","GONDA",63.2
2002,"UTTAR PRADESH","GONDA",470.7
2004,"UTTAR PRADESH","GONDA",868.1
2005,"UTTAR PRADESH","GONDA",1167.4
2006,"UTTAR PRADESH","GONDA",569
2007,"UTTAR PRADESH","GONDA",1076.1
2008,"UTTAR PRADESH","GONDA",1098.4
2009,"UTTAR PRADESH","GONDA",963
2010,"UTTAR PRADESH","GONDA",725.1
2011,"UTTAR PRADESH","GONDA",700.2
2012,"UTTAR PRADESH","GONDA",938
2013,"UTTAR PRADESH","GONDA",1287.9
2014,"UTTAR PRADESH","GONDA",742.3
2015,"UTTAR PRADESH","GONDA",596.3
2000,"UTTAR PRADESH","BAHRAICH",377.7
2002,"UTTAR PRADESH","BAHRAICH",667.7
2004,"UTTAR PRADESH","BAHRAICH",1199.1
2005,"UTTAR PRADESH","BAHRAICH",1336.4
2006,"UTTAR PRADESH","BAHRAICH",1030
2007,"UTTAR PRADESH","BAHRAICH",1475.5
2008,"UTTAR PRADESH","BAHRAICH",1269.5
2009,"UTTAR PRADESH","BAHRAICH",1215.6
2010,"UTTAR PRADESH","BAHRAICH",741.7
2011,"UTTAR PRADESH","BAHRAICH",557.3
2012,"UTTAR PRADESH","BAHRAICH",950
2013,"UTTAR PRADESH","BAHRAICH",1261.8
2014,"UTTAR PRADESH","BAHRAICH",1210.3
2015,"UTTAR PRADESH","BAHRAICH",931.8
2000,"UTTAR PRADESH","SULTANPUR",232.9
2002,"UTTAR PRADESH","SULTANPUR",679.8
2004,"UTTAR PRADESH","SULTANPUR",718.8
2005,"UTTAR PRADESH","SULTANPUR",886.8
2006,"UTTAR PRADESH","SULTANPUR",783
2007,"UTTAR PRADESH","SULTANPUR",817.4
2008,"UTTAR PRADESH","SULTANPUR",1165.9
2009,"UTTAR PRADESH","SULTANPUR",696.5
2010,"UTTAR PRADESH","SULTANPUR",534.4
2011,"UTTAR PRADESH","SULTANPUR",526.3
2012,"UTTAR PRADESH","SULTANPUR",811.3
2013,"UTTAR PRADESH","SULTANPUR",1132
2014,"UTTAR PRADESH","SULTANPUR",591.9
2015,"UTTAR PRADESH","SULTANPUR",496
2000,"UTTAR PRADESH","PRATAPGARH",326.7
2002,"UTTAR PRADESH","PRATAPGARH",483.3
2004,"UTTAR PRADESH","PRATAPGARH",443.1
2005,"UTTAR PRADESH","PRATAPGARH",472.1
2006,"UTTAR PRADESH","PRATAPGARH",368
2007,"UTTAR PRADESH","PRATAPGARH",639.7
2008,"UTTAR PRADESH","PRATAPGARH",952.2
2009,"UTTAR PRADESH","PRATAPGARH",629.7
2010,"UTTAR PRADESH","PRATAPGARH",527.4
2011,"UTTAR PRADESH","PRATAPGARH",650.5
2012,"UTTAR PRADESH","PRATAPGARH",750
2013,"UTTAR PRADESH","PRATAPGARH",1269.3
2014,"UTTAR PRADESH","PRATAPGARH",784.2
2015,"UTTAR PRADESH","PRATAPGARH",654.4
2000,"UTTAR PRADESH","BARABANKI",198.5
2002,"UTTAR PRADESH","BARABANKI",169.7
2004,"UTTAR PRADESH","BARABANKI",922
2005,"UTTAR PRADESH","BARABANKI",1041.6
2006,"UTTAR PRADESH","BARABANKI",675
2007,"UTTAR PRADESH","BARABANKI",512.5
2008,"UTTAR PRADESH","BARABANKI",1378.7
2009,"UTTAR PRADESH","BARABANKI",998.4
2010,"UTTAR PRADESH","BARABANKI",567.1
2011,"UTTAR PRADESH","BARABANKI",749.2
2012,"UTTAR PRADESH","BARABANKI",1002.6
2013,"UTTAR PRADESH","BARABANKI",892.3
2014,"UTTAR PRADESH","BARABANKI",760
2015,"UTTAR PRADESH","BARABANKI",550.1
2000,"UTTARAKHAND","NAINITAL",-1
2005,"UTTARAKHAND","NAINITAL",911
2006,"UTTARAKHAND","NAINITAL",777
2007,"UTTARAKHAND","NAINITAL",1534.4
2008,"UTTARAKHAND","NAINITAL",1802.2
2009,"UTTARAKHAND","NAINITAL",1396.8
2010,"UTTARAKHAND","NAINITAL",2497.3
2011,"UTTARAKHAND","NAINITAL",2021.2
2012,"UTTARAKHAND","NAINITAL",1605.2
2013,"UTTARAKHAND","NAINITAL",2133.9
2014,"UTTARAKHAND","NAINITAL",1833.3
2015,"UTTARAKHAND","NAINITAL",1737.9
2000,"UTTARAKHAND","ALMORAH",-1
2005,"UTTARAKHAND","ALMORAH",812
2006,"UTTARAKHAND","ALMORAH",743
2007,"UTTARAKHAND","ALMORAH",1272.5
